"","SW837.sgCh2.2","SW837.sgBIRC6.1","SW837.sgBIRC6.4","SNU503.sgCh2.2","SNU503.sgBIRC6.1","SNU503.sgBIRC6.4","HCC15.sgCh2.2","HCC15.sgBIRC6.1","HCC15.sgBIRC6.4","HCC95.sgCh2.2","HCC95.sgBIRC6.1","HCC95.sgBIRC6.4","JIMT1.sgCh2.2","JIMT1.sgBIRC6.1","JIMT1.sgBIRC6.4","HCC202.sgCh2.2","HCC202.sgBIRC6.1","HCC202.sgBIRC6.4"
" (ENSG00000237863.2)",0,0,0,1.7875,1.5675,1.805,0.0975,0.095,0,0,0,0,0,0,0,0,0,0
"DGUOK-AS1 (ENSG00000237883.1)",7.0625,5.315,6.975,23.415,17.525,18.2975,6.2525,8.275,8.0575,3.6525,2.3725,2.6675,2.2375,0,0,0,0,0
"PRKCQ-AS1 (ENSG00000237943.2)",18.5775,17.905,15.235,5.0275,7.4225,5.4625,21.14,24.1025,20.4625,7.695,11.1625,7.835,0.64,0,0,0,0,0
"LINC00649 (ENSG00000237945.3)",0.015,0.2425,0.1175,2.3075,3.6925,3.2575,0.0825,0.0575,0.235,5.0775,4.32,2.925,0.0575,0,0.0775,0.15,0.2875,0.74
"MTCO1P12 (ENSG00000237973.1)",3.7325,3.67,3.525,3.7725,2.79,2.78,70.745,63.62,83.765,3.0625,2.9525,3.18,8.0575,8.8025,8.1025,5.8925,6.5,7.085
"FLG-AS1 (ENSG00000237975.2)",0.9275,1.1825,0.2575,5.735,4.895,5.0975,0,0,0,0.3275,0.225,0.3725,0,0,0,0,0,0
"KCNMB2-AS1 (ENSG00000237978.1)",2.2725,3.365,2.0025,23.6675,16.9525,17.5775,0,0,0,9.045,6.6675,6.4125,0.37,0,0.31,0,0,0
"PTENP1 (ENSG00000237984.2)",8.835,7.525,9.5575,4.245,4.3825,5.7125,5.9975,5.015,3.6475,6.4425,6.5025,6.0825,6.7075,5.0225,5.4525,8.6225,14.0675,14.8725
"LINC01679 (ENSG00000237989.1)",0.0575,0,0,0.055,0,0,0.9425,1.0225,0.8025,0.1975,0.05,0.055,0,0,0,0,0,0
"RPL35P1 (ENSG00000237991.2)",8.1025,8.47,7.3575,11.685,13.2625,12.965,6.8975,9.4375,8.7825,8.3525,8.2325,10.06,9.8425,8.045,7.725,4.1825,5.63,1.42
" (ENSG00000238000.1)",7.25,4.7475,5.0075,2.3925,2.085,2.38,5.805,5.3,6.9125,3.05,4.5325,4.075,3.445,3.0075,2.625,10.0975,7.79,7.88
" (ENSG00000238009.2)",0.2575,0.3075,0.33,0.455,0.8825,0.855,0.6575,0.83,0.91,0.895,0.255,0.1875,0.93,0.9425,1.0875,0.425,0.7825,0.8225
" (ENSG00000238035.4)",6.135,8.1925,6.9975,9.4075,7.4325,7.8925,1.7,2.0225,1.6,5.28,6.9225,7.59,7.415,7.26,8.3675,6.7775,7.235,5.2775
" (ENSG00000238045.5)",4.065,5.575,6.005,2.4225,2.61,2.92,2.205,1.8075,1.35,1.46,2.325,1.785,0.11,1.125,0.8025,4.39,2.735,2.7775
" (ENSG00000238072.1)",3.305,18.68,19.7775,16.865,28.005,12.835,21.9775,11.3775,15.365,9.935,10.17,13.26,23.9425,10.1525,24.505,5.86,8.3025,10.715
"LRRC37A2 (ENSG00000238083.3)",2.335,3.005,2.145,3.6075,3.23,3.0675,5.9625,5,5.245,9.1175,8.05,8.1175,3.235,3.1675,2.66,4.83,5.9225,3.725
" (ENSG00000238084.3)",8.97,7.43,8.0625,1.92,1.02,1.3275,6.0175,4.3725,4.655,2.985,3.4175,5.8625,2.9875,4.285,4.065,1.84,0.425,0.67
"ABCA17P (ENSG00000238098.4)",0.1675,0.2225,0.19,1.21,0.7925,0.24,0,0,0.07,0.215,0.2075,0.0425,0,0,0.5425,1.8275,1.8125,2.235
"RPL9P7 (ENSG00000238103.3)",13.655,8.6125,12.7325,13.235,13.28,11.73,12.0575,14.2425,12.38,11.755,16.02,13.35,4.81,3.1175,6.8025,3.01,3.3925,2.8
"GOLGA2P5 (ENSG00000238105.3)",2.01,1.9975,1.8,2.8425,2.3725,2.02,3.2875,3.1975,3.615,1.6275,1.6325,1.245,4.4425,4.7575,4.04,3.68,4.875,2.495
" (ENSG00000238117.1)",0,0,0,0,0,0,16.155,12.895,12.445,0,0,0,0,0,0,0,0,0
" (ENSG00000238122.1)",0.0625,0.1,0.0225,0,0,0,0.4525,0.63,0.6325,0,0,0,0.1225,0.1025,0.235,1.21,2.025,1.9775
"SLC9A3P2 (ENSG00000238125.1)",0.23,0.0625,0.0725,0.06,0,0,0,0,0,0,0,0,0,0,0,0.945,0.71,0.785
" (ENSG00000238142.1)",37.5275,22.47,28.7925,3.695,5.8425,5.4575,39.5575,37.4125,28.6525,0,0,0,0,0,0,0,0,0
"TNFRSF14-AS1 (ENSG00000238164.2)",19.2325,19.43,17.45,0,0,0,0,0.0275,0.03,0,0,0,0,0,0,0,0,0
"PAXBP1-AS1 (ENSG00000238197.1)",0.4075,0.6525,0.28,0.455,0.1175,0.505,0.2,0.11,0.1375,0.725,0.8575,0.895,0.1475,0.31,0.1975,0.3875,0.425,0.495
"TMEM250 (ENSG00000238227.3)",42.9625,42.895,39.4925,41.495,40.4175,37.715,32.64,35.73,36.925,17.175,18.875,17.24,33.0975,30.37,37.0275,14.72,16.2575,14.1675
"HMGN2P17 (ENSG00000238249.1)",2.53,3.8025,3.0375,2.255,1.53,1.4675,3.1225,3.235,2.5175,3.2575,2.385,1.665,0.62,2.1725,1.5725,2.0375,3.075,3.12
"NA (ENSG00000238261.5)",0.4525,0.4075,0.475,0.77,0.8325,0.7325,0,0,0,0.6475,0.4825,0.94,0.4225,0.4375,0.64,2.0575,2.4675,1.83
"LINC00707 (ENSG00000238266.1)",0.105,0.0425,0.0475,0,0,0,10.58,12.57,14.715,0.54,0.275,0.0975,0,0.0425,0,0,0,0
"IFNWP19 (ENSG00000238271.2)",4.9475,5.11,8.15,0,1.22,0.87,0.275,0.29,0,1.595,2.32,2.95,4.4375,6.1975,3.94,0,0,0
"LINC02006 (ENSG00000238755.3)",0,0.325,0,7.62,13.2925,15.195,0,0,0,2.7275,2.5175,2.3025,0,0,0,0,0,0
"NCK1-DT (ENSG00000239213.1)",10.0875,10.63,11.4,24.09,14.28,16.1275,3.335,3.355,3.8775,64.9525,57.145,52.22,15.005,14.5975,14.685,15.655,12.6575,13.83
" (ENSG00000239246.2)",3.2175,2.475,0,10.245,7.7525,7.9725,11.7175,10.515,10.2075,10.525,8.2575,9.0775,7.9175,7.93,9.105,2.615,0,2.6125
"TXNDC5 (ENSG00000239264.4)",127.905,134.605,120.395,141.9725,127.08,125.76,84.2625,90.7,88.1475,69.6475,68.2225,73.17,101.4,103.7975,94.19,131.4025,143.3375,142.39
"CASTOR1 (ENSG00000239282.3)",13.94,17.1025,16.13,2.2825,1.155,1.1225,0.795,2.195,2.0325,4.0675,3.95,2.79,6.7575,7.045,5.8675,11.035,9.455,10.63
"RNF103 (ENSG00000239305.2)",30.415,33.215,30.025,20.845,16.8675,18.0625,11.1975,10.9925,11.7325,9.6425,8.9775,7.9325,26.9075,23.3775,29.0825,46.5675,47.07,46.6075
"RBM14 (ENSG00000239306.4)",78.9775,68.8925,71.7325,84.8425,69.5625,64.3575,48.075,50.235,54.5525,61.17,53.8575,57.4325,59.23,52.9975,47.54,53.2625,48.63,45.9775
"LINC01119 (ENSG00000239332.1)",1.895,1.0025,1.085,0,0.2925,0.2475,0.245,0,0.1725,0,0,0,3.28,2.72,1.9525,0,0.33,0.2475
"LLPH-DT (ENSG00000239335.4)",0.3225,1.5575,1.39,0.9675,1.065,0.7275,0,0,0,3.2475,4.185,4.0525,1.8625,1.1,1.3375,2.2425,0.895,2.5925
"ALKBH6 (ENSG00000239382.6)",17.3475,20.24,27.9175,31.795,26.2575,24.77,17.75,15.645,14.1,15.0475,13.7275,16.16,39.475,37.205,45.985,53.445,45.365,43.02
"PCDHA13 (ENSG00000239389.3)",0,0,0.0525,0,0,0,0,0,0,0,0,0,0.0475,0,0,0.4525,0.8775,1.01
" (ENSG00000239407.1)",1.3575,0.82,3.16,1.475,1.5675,1.6575,1.4375,2.5475,2.0925,1.7225,1.6625,1.695,4.5075,4.3475,5.31,0.935,1.665,1.4475
" (ENSG00000239415.1)",1.505,2.4225,1.565,0.4475,0.175,0.2575,0.88,1.405,0.9975,1.5475,1.045,2.5925,1.765,2.04,1.25,2.07,3.45,2.4675
" (ENSG00000239467.1)",9.27,9.4775,13.785,2.935,12.8325,14.43,1.1775,0.9525,1.5725,6.385,5.4025,4.755,5.4075,5.34,5.8275,4.955,15.04,20.665
" (ENSG00000239470.2)",1.74,1.6625,2.4725,4.6475,5.115,7.3,5.425,2.5325,3.19,2.9775,4.9425,6.6325,3.7775,1.72,3.1625,1.3975,3.0575,2.23
"CASTOR3 (ENSG00000239521.3)",4.805,5.6175,5.71,12.38,8.2925,8.25,13.425,12.8875,12.325,21.34,17.3125,17.765,4.415,4.045,3.71,9.95,9.91,10.6825
"MYLK-AS1 (ENSG00000239523.1)",0,1.425,0.68,2.0275,1.4175,1.5125,0.2625,0,0.935,0.6725,0,1.1275,1.665,1.825,1.57,12.235,12.815,14.5025
" (ENSG00000239556.2)",2.8575,2.8575,2.575,0.7525,0.655,0.67,0.205,0,0,1.1325,1.5025,0.5825,0.2175,0.67,0.215,0.435,0.185,0.6275
"RPL37P2 (ENSG00000239559.2)",5.5875,8.8125,8.6475,17.55,7.23,19.2875,5.215,13.3675,7.0925,14.3675,10.635,10.39,9.94,9.0125,7.025,5.02,6.5425,7.08
"KMT2E-AS1 (ENSG00000239569.2)",1.5375,3.145,2.105,1.385,0.9175,0.555,1.155,0,0.92,1.67,2.01,1.165,1.8975,0,0.6625,3.04,4.0225,3.1425
"STPG4 (ENSG00000239605.4)",3.5975,3.7425,2.345,0,0,0,0,0.1925,0,0,0,0,6.3375,4.685,3.485,0,0,0
" (ENSG00000239665.4)",1.6575,1.6875,2.1725,1.81,0.9775,0.7175,3.545,2.74,3.635,1.2425,1.9775,1.7875,2.69,4.0825,3.13,2.91,4.89,4.675
"NME1 (ENSG00000239672.3)",305.9625,300.25,313.9425,349.31,333.5725,329.33,300.305,284.96,271.25,267.8325,271.22,275.1625,389.645,418.2175,410.1675,2710.15,2287.275,2261.475
"TNFSF12 (ENSG00000239697.6)",2.1175,0.8,0.9125,0,0.355,0,19.775,20.64,17.46,0,0,0.435,0,0,0,0.075,0.2275,0
"CDRT4 (ENSG00000239704.6)",1.71,0.2325,1.57,0.9525,0,0.1225,0.73,0,0.2625,0.17,0.8025,3.32,0.81,1.11,0.665,1.38,2.46,0.4225
"APOBEC3G (ENSG00000239713.3)",22.2875,25.315,24.2625,0.0825,0,0,1.6625,2.6,2.6375,0.2575,0,0,0,0,0,0,0,0.085
"WBP1 (ENSG00000239779.2)",69.96,63.98,60.6825,166.7275,125.005,113.0325,45.3,41.44,40.23,79.46,70.295,61.7075,36.32,33.41,34.9025,218.66,201.7425,192.315
"MRPS17 (ENSG00000239789.1)",37.7225,36.4925,42.0925,37.1175,44.0875,36.1375,35.135,37.285,31.705,29.6325,33.705,34.465,23.2175,26.27,24.1175,46.21,52.8975,45.14
"RPS4XP22 (ENSG00000239830.1)",1.56,3.055,2.5625,0,0,0,0,0.1525,0,3.145,3.46,4.8125,2.925,4.5175,3.03,2.285,1.5475,2.345
"GET4 (ENSG00000239857.2)",68.925,68.4725,73.2125,53.1675,43.56,39.9175,33.9475,33.405,33.7225,40.7325,41.6175,40.45,70.525,65.495,71.1875,55.3075,54.2075,55.1075
"C1orf226 (ENSG00000239887.3)",9.305,9.69,8.8425,3.9825,6.1425,6.52,0.7075,0.2875,0.2925,1.12,1.0275,1.505,30.7725,24.2875,26.5025,0.1225,0.17,0.4075
"ADSL (ENSG00000239900.7)",43.7925,44.1275,45.165,100.18,107.795,111.6375,64.1275,66.695,65.6825,66.1325,85.005,82.6275,54.95,56.165,55.925,118.575,137.3025,134.66
"PRKAG2-AS1 (ENSG00000239911.1)",0.6525,1.1675,0.5325,2.1325,3.47,1.6225,0.365,0.2525,0.6525,6.4675,8.7225,8.48,1.18,0.835,0.96,0.93,1.03,1.44
" (ENSG00000239945.1)",0.54,0.7,0.26,1.245,0.49,0.6175,0.075,0.4175,0,0.0375,0.065,0.2675,0.405,1.4225,0.2575,0.645,1.335,0.49
" (ENSG00000239969.1)",4.3275,4.48,5.5825,3.7075,4.6225,6.8225,1.815,2.6725,4.505,10.8175,13.065,15.4525,4.3475,7.185,2.8125,7.68,8.1325,11.1375
"LINC00888 (ENSG00000240024.1)",4.71,4.7575,5.395,19.255,25.025,24.4075,8.9675,7.9225,7.565,36.4725,27.8825,31.53,6.67,6.1725,6.3125,2.225,2.3975,2.545
"AMY2B (ENSG00000240038.2)",0,0.16,0.04,0,0,0,0.1025,0.0225,0.18,0,0.05,0,0.12,0,0,1.8525,2.56,1.62
"LY6G5B (ENSG00000240053.8)",0.8475,0.845,0.825,0.9,0.4725,0.5275,1.9375,1.805,2.81,1.605,1.8325,1.2375,2.1225,2.2125,2.25,0.64,1.0025,1.0275
"PSMB9 (ENSG00000240065.3)",120.8275,103.6125,99.3025,24.6075,16.6475,12.595,7.77,7.7975,10.515,116.31,93.35,85.06,80.855,66.72,81.7825,106.555,88.0825,88.5275
" (ENSG00000240086.1)",0.5725,0.175,0.8725,6.7575,3.72,4.3325,0,0,0,0,0,0,0,0,0,0,0,0
"RPSAP12 (ENSG00000240087.3)",1.87,1.0725,1.1975,2.76,2.1625,3.285,1.2325,1.6725,1.5925,2.7125,3.9025,2.105,4.4275,5.27,4.2025,1.655,2.18,1.85
"NCOR1P1 (ENSG00000240108.1)",0,0.5275,0,0,0,0,0,0,0,0,0,0,8.1575,12.2275,10.49,0,0,0
"PCDHGC3 (ENSG00000240184.2)",0,0.1325,0,8.8875,6.075,6.145,0.2025,0.12,0.1475,24.1325,17.5475,17.495,5.655,4.82,5.8775,25.72,20.355,19.4225
"SMKR1 (ENSG00000240204.2)",21.4475,17.36,17.3925,3.85,8.36,6.8225,4.9875,4.77,5.2525,14.0575,11.84,11.8275,15.1,13.9725,14.63,21.215,35.2075,30.6925
" (ENSG00000240207.2)",0.46,0.445,0.8575,0.1275,0.1025,0.3925,0,0,0,2.955,2.1275,1.9375,2.04,1.51,0.83,2.2525,2.5775,2.75
"ZNF542P (ENSG00000240225.6)",0,0,0,0,0,0,16.0425,17.8275,17.2075,0,0.04,0.045,20.19,18.5425,18.3575,11.145,14.0375,14.8325
"COX19 (ENSG00000240230.1)",11.4575,11.6275,11.2725,14.86,16.445,17.4425,4.8875,6.3875,6.195,6.37,8.1725,8.56,17.19,17.0875,18.085,13.2225,22.9375,21.4275
"TCAM1P (ENSG00000240280.2)",1.44,1.4225,2.36,0.07,0,0.1675,0,0,0.0325,1.075,1.0225,0.89,0,0,0,6.6225,6.105,6.895
"ACAD11 (ENSG00000240303.3)",6.0175,4.3425,5.38,4.865,7.705,8.7075,2.83,3.3325,2.0325,5.1425,5.82,5.68,7.7525,7.155,8.49,9.1375,13.8625,15.04
"RPS2P5 (ENSG00000240342.2)",61.1425,62.585,71.36,139.6825,137.49,131.4775,112.7025,125.8525,118.155,103.7375,105.7175,109.3625,137.895,118.1075,129.8375,46.09,43.66,55.005
"PPIL3 (ENSG00000240344.4)",52.54,55.9325,56.0075,33.275,27.145,27.6475,43.02,40.87,45.8175,12.9725,21.5225,22.4175,49.025,50.615,49.31,22.6625,29.57,31.6225
"RPL23AP7 (ENSG00000240356.2)",7.1125,8.0325,9.925,5.7475,9.5825,9.345,5.7825,6.8575,6.355,10.875,11.7675,8.315,17.3225,16.715,19.125,5.89,10.65,11.275
"RPL13P5 (ENSG00000240370.2)",8.41,9.1325,9.6025,12.475,7.75,10.19,10.905,13.185,12.555,23.3475,22.5075,17.1275,14.3225,10.37,8.455,1.5625,2.365,1.1025
" (ENSG00000240376.1)",8.6575,9.2125,11.19,14.76,18.01,13.465,13.1425,11.22,10.185,13.295,10.7875,14.3475,13.3525,16.5575,13.58,7.2525,10.0125,7.8225
"RPL5P23 (ENSG00000240395.1)",0.195,0.17,0.855,1.435,2.02,1.635,1.57,1.1275,1.31,1.6225,1.4375,1.36,1.2175,0.9275,1.33,0.835,0.705,1.1625
"LRRFIP1P1 (ENSG00000240429.1)",1.7475,1.2675,2.18,0.9675,0.8575,1.1775,0.1525,0.1575,0.195,2.4775,2.125,2.245,2.38,2.115,2.485,1.925,3.2925,3.24
"FOXO3B (ENSG00000240445.3)",1.105,1.1475,1.255,4.4475,2.6975,3.655,1.075,1.4375,1.445,2.4225,3.08,3.7125,2.065,2.2325,1.745,2.6,3.5925,4.15
"SETP14 (ENSG00000240489.1)",6.8875,7.64,4.95,6.6,7.19,6.0875,8.2575,7.3725,6.5975,6.5875,7.515,11.0325,9.0475,10.4375,8.0675,5.5775,5.95,6.32
"CDKN2B-AS1 (ENSG00000240498.2)",1.035,1.8975,0.965,1.8825,0.4275,0.3775,0.8725,0.8625,0.65,0.0475,0,0,0.4425,0.8525,0.505,4.1425,2.8,2.725
"TM4SF1-AS1 (ENSG00000240541.2)",5.7175,3.655,8.515,2.1675,1.0525,0.56,4.4175,1.2375,1.16,1.7425,0.6725,0.92,0.8125,0.2925,0.96,3.625,2.32,2.055
"LINC02067 (ENSG00000240567.1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4775,0.5425,0.635
"AQP1 (ENSG00000240583.6)",12.6525,12.19,12.71,0.0475,0,0,0.295,0.085,0.0925,0.0425,0.3025,0.1775,0.9775,1.0975,0.47,0,0,0
"AADACP1 (ENSG00000240602.3)",0,0,0,2.475,1.455,2.8275,5.74,5.5275,4.36,1.2175,1.7875,1.0725,0,0,0,0,0,0
"KRT8P36 (ENSG00000240668.1)",2.2225,2.4325,3.1,0.5675,0.9075,0.945,3.13,2.175,1.7625,0.7,0.505,0.47,2.9675,2.7325,3.11,0.4775,0.3225,0.165
"ISY1 (ENSG00000240682.5)",52.7775,53.25,47.345,56.72,53.0775,58.1975,37.225,36.94,37.2825,35.8325,35.2075,33.4875,45.5525,43.54,35.5375,49.5975,51.5375,54.3075
"PNMA2 (ENSG00000240694.4)",0.61,0.29,0.7375,1.3725,0.795,0.69,13.075,9.4975,10.32,6.5875,4.4825,4.875,0.565,0.32,1.3075,0.0225,0,0
"LINC01168 (ENSG00000240707.2)",0.46,0.3775,0.2525,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,0,0
" (ENSG00000240731.1)",5.9525,5.1375,2.0175,2.3725,3.73,3.5125,3.155,2.6975,2.5775,2.1275,3.02,1.9925,1.835,0.73,0.8075,7.14,6.0925,5.8175
"KRBOX1 (ENSG00000240747.3)",0,0,0,0,0,0,0,0,0,0,0,0,105.0275,101.4525,97.6775,0,0,0
"ARHGEF25 (ENSG00000240771.2)",4.875,3.655,3.13,23.37,15.0875,9.7625,0.65,0.365,1.12,5.9675,4.18,3.7,43.7325,38.58,43.595,6.5725,5.255,4.0525
" (ENSG00000240809.1)",1.2125,0.8925,0.7975,0.77,0.6925,0.6425,1.7,1.1675,1.0925,0.5475,0.7625,0.485,1.25,1.6825,1.12,1.67,0.745,0.59
"TMEM189 (ENSG00000240849.6)",81.95,73.2975,76.185,69.865,57.0275,55.49,17.93,19.1925,18.8225,60.005,52.9275,50.675,70.975,55.685,59.9075,32.0075,27.4575,28.195
" (ENSG00000240854.1)",0.97,1.0325,0.59,0.6125,1.1675,0.71,0.8925,1.07,0.785,1.905,1.135,1.8025,1.205,0.89,1.4775,2.1025,2.9975,2.6575
"RDH14 (ENSG00000240857.1)",23.3325,22.655,24.555,30.3025,27.2225,29.075,20.8775,18.26,17.56,12.5725,11.0175,12.725,25.9325,22.2025,19,32.5525,37.0825,36.875
"LINC00886 (ENSG00000240875.1)",0.4725,0.705,0.72,0.35,0.1625,0.1975,0.1525,0.2075,0,0.2575,0.31,0.0325,2.85,3.6775,4.49,2.525,4.9725,3.7375
"NDUFB2-AS1 (ENSG00000240889.1)",1.575,1.195,1.16,0.3775,0.5225,0.65,1.2825,1.1675,1.375,0.34,0.6725,0.5625,0.4525,0.61,0.5475,0.875,1.4875,1.5025
"PLCXD2 (ENSG00000240891.2)",3.8525,3.37,3.8675,10.565,6.665,8.1325,2.015,2.7375,3.3275,24.1425,18.535,17.1875,1.2,2.6175,2.27,1.085,1.3275,0.2475
"NA (ENSG00000240906.2)",0.165,0.9925,0.575,4.2025,5.745,5.53,0.35,0.555,0.53,0,0,0,7.0625,5.17,2.9025,0,1.4525,0.395
"LSAMP-AS1 (ENSG00000240922.1)",0.425,0,0.745,6.3725,5.75,7.635,0,0,0,0,0,0,0,0,0,0,0,0
" (ENSG00000240950.1)",3.265,1.6025,3.8475,3.82,5.3225,6.2125,4.08,3.13,2.4625,3.7925,2.1675,4.74,4.7275,5.755,5.8225,1.92,2.6425,3.9425
"MIF (ENSG00000240972.1)",1001.758,1072.867,1072.95,952.7025,863.9725,802.2875,345.91,367.615,357.505,479.36,507.645,449.2925,628.9475,529.62,585.1375,582.9,411.0275,449.6325
"HOXA11-AS (ENSG00000240990.5)",2.83,1.6225,2.235,0.08,0,0.29,0.945,0.79,0.6725,3.0275,1.775,1.6175,0.6125,0.3375,0.8375,0,0,0
" (ENSG00000241014.1)",0.39,0.5375,0.4175,0.305,0.1375,0.1425,0.6075,0.6275,0.51,0.6625,0.4825,0.3675,0.0675,0.075,0.1925,0.1,0,0.0375
"TPM3P9 (ENSG00000241015.2)",6.8725,8.3,5.2875,13.4475,15.1425,15.0775,8.07,6.4775,6.24,5.465,5.585,6.115,13.6025,13.4225,9.2825,3.84,5.315,4.3
"NA (ENSG00000241043.1)",0.3,0.075,0.065,0.3175,0.2775,0.2875,0.055,0.12,0.1575,0,0.2925,0.26,0.2075,0.2025,0.14,1.4875,1.3825,1.76
"NSUN6 (ENSG00000241058.1)",9.4875,9.5375,9.4575,3.555,3.105,3.7175,6.6175,6.6875,6.905,6.4925,5.385,5.76,6.1625,6.1025,4.9875,6.7975,7.035,7.46
"RPL5P1 (ENSG00000241061.2)",1.3175,0.6075,0.4425,2.8375,2.7525,2.065,1.1075,1.61,1.8575,1.62,2.0725,2.265,0.75,0.2975,1.8975,1.2025,0.6525,1.075
"CEACAMP10 (ENSG00000241104.1)",0,0,0,0,0,0,0,0,0,13.8775,4.24,4.635,1.17,1.02,1.06,0,0,0
"HLA-DOB (ENSG00000241106.2)",1.175,0.9525,1.36,1.73,0.65,1.5075,0,0.475,0.075,1.1025,0.58,0.6075,1.345,0.935,0.7625,0,0.225,0.22
"YAE1 (ENSG00000241127.3)",15.915,15.5675,15.83,34.9075,40.0675,43.935,25.17,21.4125,21.8875,15.3525,16.81,14.4475,11.3625,13.5925,11.9775,22.235,28.665,25.4625
" (ENSG00000241149.2)",0,0,0,0,0,0,0,0,0,0,0,0,1.935,1.56,1.605,0,0,0
"CRCP (ENSG00000241258.2)",38.8725,39.23,31.9,35.6275,39.09,37.525,34.7675,39.1225,39.6375,33.4225,30.3275,27.135,33.93,29.3225,30.185,66.945,80.2775,76.0875
"LINC02614 (ENSG00000241288.3)",0.0825,0.1325,0.06,0.4375,0.48,0.43,0,0,0,0.0675,0.63,0,1.5375,2.11,1.6175,0.3925,0.485,0.2275
"CDRT1 (ENSG00000241322.4)",0.7475,1.3225,1.0225,0.58,0.4925,0.86,1.98,1.1425,0.83,2.0625,1.59,1.775,0.745,0.735,0.395,4.0525,3.8275,3.955
"RPL36A (ENSG00000241343.5)",1558.2,1615.325,1637.925,1960.125,2451.5,2326.2,2203.375,2260.6,2211.175,2722.375,2749.5,2597.4,2439.125,2362.425,2459.225,589.3825,649.4925,704.4325
"PDXP (ENSG00000241360.1)",14.385,10.195,11.6375,16.975,11.565,9.49,20.1575,16.9175,18.42,8.74,11.68,15.35,10.0825,5.195,8.555,35.7175,32.34,31.415
"SLC25A24P1 (ENSG00000241361.4)",0,0,0,0,0,0,2.295,1.7875,1.655,0,0,0,0,0,0.17,2.7475,2.725,3.8775
"RPP21 (ENSG00000241370.1)",85.9325,83.405,88.5025,78.9325,73.2575,83.3975,81.7075,93.45,88.1,86.43,97.445,88.2025,129.3925,111.265,134.65,92.405,94.61,86.965
"CD302 (ENSG00000241399.2)",2.3025,1.9,2.355,0,0.0725,0,2.1725,3.2925,2.9875,1.5275,1.7575,1.4225,3.3525,3.6375,2.5125,12.5625,14.62,12.3725
"EGFL8 (ENSG00000241404.2)",2.18,0.765,1.44,1.78,2.2175,1.7,3.7025,3.625,2.6875,4.1425,1.7925,1.405,2.705,5.5375,3.4325,1.0075,2.0925,0.3325
"KRT8P13 (ENSG00000241416.1)",1.265,2.0275,1.4525,0.3675,0,0.19,1.08,1.06,1.995,0.31,0,0.1825,1.0075,1.285,1.25,0.8675,0.32,0.145
"RPL37P6 (ENSG00000241431.1)",3.7725,5.1075,3.1875,5.6375,9.0925,10.285,3.9425,5.305,2.47,5.6,8.385,12.6325,2.825,5.875,4.8725,2,2.4575,4.6725
"ATP5MF (ENSG00000241468.3)",1123.273,1068.39,1082.075,565.94,442.8625,450.785,1124.213,946.6675,963.64,1033.293,976.845,933.915,444.335,390.29,405.0375,1153.075,909.9375,972.445
"PTPRG-AS1 (ENSG00000241472.2)",0,0,0,5.0425,1.89,4.365,0,0,0,6.7025,6.6175,7.1675,3.1025,4.0725,2.55,6.44,5.49,5.67
"ARHGAP8 (ENSG00000241484.5)",20.385,21.06,21.57,68.8775,58.08,49.58,0.08,0.3775,0.23,14.465,14.2675,12.28,17.5525,18.6625,19.2275,21.5425,23.5225,23.31
" (ENSG00000241489.3)",4.4275,5.5675,3.58,2.3325,3.1825,5.405,0.21,1.485,0.685,0.9075,4.6225,2.0725,0.0625,0.395,3.355,3.695,7.98,3.4625
" (ENSG00000241494.1)",2.485,0.5025,0.4625,3.105,3.4,4.8375,3.6325,4.895,4.555,5.6675,4.9625,5.785,2.44,1.9175,2.16,0.53,0.52,0.9825
"PSMC1P1 (ENSG00000241506.1)",17.5825,17.4775,17.1575,15.0925,14.7425,14.3575,37.2125,30.675,31.4125,15.405,15.4825,13.74,5.8625,6.8125,6.275,19.4125,17.4225,18.4325
"NA (ENSG00000241528.1)",1.485,2.09,2.225,0.8775,0.4025,0.7075,0.3725,0.375,0.78,0.255,0.27,0.2375,0.79,0.61,0.3125,0.7175,1.26,1.0625
"ARPC4 (ENSG00000241553.8)",92.21,89.525,86.8325,126.485,126.8525,124.455,221.9875,210.9,214.175,105.2225,102.3875,104.39,344.0575,370.0375,380.0175,306.485,279.8425,288.3225
"UBQLN4P1 (ENSG00000241627.2)",1.1075,1.135,0.8925,0.5825,0.99,0.855,0.78,0.9925,0.855,0.27,0.3225,0.8575,0.5675,1.1425,0.67,2.8925,2.96,2.4825
"UGT1A1 (ENSG00000241635.3)",0,0.6025,0,86.385,72.7775,80.4675,0,0,0,10.37,13.7675,12.38,1.6875,1.125,0.3125,0,0.0825,0.04
"ARPC1A (ENSG00000241685.4)",129.1975,123.11,137.9375,182.61,140.4425,140.145,227.37,238.2225,226.2525,190.105,177.91,178.205,144.655,138.04,137.3075,279.745,271.5625,289.7325
"TMEFF1 (ENSG00000241697.3)",3.3775,2.655,3.255,7.7175,5.775,5.6525,2.91,2.89,3.42,6.6125,6.4975,7.2175,7.14,7.295,7.895,4.0925,3.7525,4.2675
"NA (ENSG00000241732.1)",0.2175,0.185,0.0775,3.6325,2.885,2.505,0,0,0,6.375,6.5175,5.7475,0,0,0,0.32,0.215,0.125
