"","SW837.sgCh2.2","SW837.sgBIRC6.1","SW837.sgBIRC6.4","SNU503.sgCh2.2","SNU503.sgBIRC6.1","SNU503.sgBIRC6.4","HCC15.sgCh2.2","HCC15.sgBIRC6.1","HCC15.sgBIRC6.4","HCC95.sgCh2.2","HCC95.sgBIRC6.1","HCC95.sgBIRC6.4","JIMT1.sgCh2.2","JIMT1.sgBIRC6.1","JIMT1.sgBIRC6.4","HCC202.sgCh2.2","HCC202.sgBIRC6.1","HCC202.sgBIRC6.4"
"FUT1 (ENSG00000174951.6)",16.1325,18.215,17.6725,7.6175,12.6775,14.9375,1.14,1.4925,1.765,5.37,6.0275,6.98,3.725,3.555,4.845,3.4325,7.8875,8.7275
"DHX36 (ENSG00000174953.9)",50.8925,58.9425,55.8725,77.585,96.3225,107.0275,25.5725,23.725,26.085,94.11,98.3725,113.6925,49.64,50.45,54.935,68.585,72.1925,67.625
"ZIC4 (ENSG00000174963.13)",0.125,0,0,3.045,2.2425,1.955,0,0,0,0.19,0,0,0,0,0,2.64,5.045,4.15
" (ENSG00000174977.7)",4.3175,4.6625,3.7125,3.475,4.8375,4.9825,3.525,5.2475,3.95,7.34,5.7975,6.52,5.445,4.74,4.04,7.24,6.455,6.6225
"FBXW8 (ENSG00000174989.8)",7.9825,7.7375,6.5025,11.665,11.7075,10.2325,8.6625,8.065,8.46,8.125,7.855,7.9175,5.5125,5.41,5.2375,8.4825,10.7375,12.165
"KLC2 (ENSG00000174996.7)",31.615,25.6425,28.3375,32.23,31.3725,33.4075,24.5825,26.8275,28.6775,18.585,22.81,25.1725,58.14,57.025,64.7175,47.7175,57.505,56.7025
"CTBP2 (ENSG00000175029.12)",86.6275,85.8275,80.675,48.205,50.775,45.31,97.7025,102.3975,111.2025,59.7475,53.2775,56.4275,118.8825,122.5875,125.935,86.075,86.6625,90.4875
"CHST2 (ENSG00000175040.4)",0,0.1725,0,26.975,20.195,15.42,0.0275,0.0325,0.06,0.7275,0.4125,0.5875,0,0,0,0,0,0
"ZDHHC14 (ENSG00000175048.12)",14.695,11.07,13.48,4.8825,4.11,5.2,5.0875,5.24,7.45,1.1825,1,1.6025,1.6625,0.565,1.03,5.2775,4.8675,4.8675
"ATR (ENSG00000175054.10)",32.605,39.6325,33.6725,33.065,36.2675,37.2575,12.49,17.075,17.2225,31.5875,26.4575,32.44,29.575,35.145,31.0075,34.8875,41.21,33.5675
"LRRC75A-AS1 (ENSG00000175061.13)",397.415,419.99,419.7275,1026.637,1539.3,1580.2,839.24,873.515,847.0625,1068.75,1293.175,1297.4,496.9775,578.09,598.7125,633.2325,819.1825,886.28
"UBE2C (ENSG00000175063.12)",412.9275,401.075,402.3125,177.605,108.81,88.3625,160.52,139.0975,151.2325,180.665,175.15,166.9325,471.9,411.4475,402.5975,91.0575,65.065,71.3525
"DSG4 (ENSG00000175065.7)",0.7725,0.7725,0.5425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GK5 (ENSG00000175066.11)",19.1225,17.5075,19.2475,13.5,13.22,15.7175,5.29,6.6825,6.6575,16.31,14.05,17.3175,9.905,9.2075,8.3525,17.0325,21.7875,20.855
"VCPIP1 (ENSG00000175073.7)",7.8325,7.8675,7.22,5.96,5.6475,5.7425,8.0025,8.7725,8.8225,6.3525,6.03,6.4925,9.1575,9.5225,10.095,6.2975,7.405,7.1725
"DES (ENSG00000175084.7)",2.34,2.5425,2.72,0,0,0,0.1675,0.17,0.475,0.1825,0,0,0,0,0,0,0,0
"PDIK1L (ENSG00000175087.5)",16.3825,14.7,12.555,8.865,9.85,9.515,10.645,10.3825,10.005,5.0225,4.2075,4.595,7.3975,7.18,6.7825,19.0725,18.955,18.9925
"SPSB4 (ENSG00000175093.4)",0,0,0,3.2425,1.2875,1.47,0,0,0,0.81,0.5875,0.8125,0,0,0,0,0,0.155
"TRAF6 (ENSG00000175104.10)",8.68,8.7425,7.025,5.41,5.7325,4.9,6.5275,6.73,6.66,40.175,37.4825,37.99,15.0725,15.19,15.37,3.145,3.7275,3.47
"ZNF654 (ENSG00000175105.5)",4.6625,4.7675,4.2425,3.8075,4.0725,4.35,2.0075,2.53,2.5675,3.31,2.5975,3.2875,5.2875,4.985,4.995,9.535,9.9175,9.4975
"TVP23C (ENSG00000175106.12)",6.2625,7.6125,9.0225,10.055,14.365,17.3425,10.785,12.195,12.5225,12.0125,10.245,14.565,7.71,7.09,11.5275,18.4325,14.585,17.8775
"MRPS22 (ENSG00000175110.7)",109.8675,108.645,104.3125,93.86,112.915,126.2775,51.4125,54.4975,48.1725,82.86,86.2275,93.6675,80.6425,83.87,82.175,85.705,88.6825,91.1425
"PACS1 (ENSG00000175115.7)",32.86,30.1675,28.4175,22.755,19.09,18.765,78.6825,72.1725,81.58,35.3675,32.9075,34.1675,54.7825,57.9325,59.2425,50.4525,52.92,50.7125
"MARCKSL1 (ENSG00000175130.6)",116.78,116.48,121.9425,146.0475,130.245,123.955,47.1375,45.285,41.64,7.5725,10,10.645,63.815,59.955,61.7675,511.1425,445.3975,436.75
"SH3BP5L (ENSG00000175137.9)",21.055,19.2975,18.92,35.855,36.4375,33.2375,10.305,11.535,10.6025,12.4975,13.6975,13.0325,23.815,19.085,20.4825,41.165,45.3475,45.865
"TMEM51-AS1 (ENSG00000175147.7)",1.86,1.5625,1.4375,0,0.05,0.0575,1.2225,0.665,0.9225,0.0925,0.095,0.18,0.145,0.355,0.0775,0.05,0.28,0.0325
"YPEL2 (ENSG00000175155.4)",5.535,6.32,5.1475,5.77,5.205,5.1725,0.83,0.63,0.75,2.635,2.4175,3.225,3.55,3.5675,3.67,4.665,8.305,7.3725
"ABO (ENSG00000175164.9)",1.37,1.74,0.93,6.105,6.035,2.88,0,0,0,0.2675,0.2075,0.1375,0,0,0,0,0,0
"PSMD2 (ENSG00000175166.12)",306.95,316.48,334.3875,710.7575,580.855,565.375,257.9025,226.4725,253.5375,755.23,700.0175,723.39,970.5575,859.91,866.8125,670.4525,576.84,567.7825
"FAM182B (ENSG00000175170.10)",0.21,1.14,0.3275,0.0725,0,0,1.2675,1.47,1.24,1.3725,1.3375,0.3425,0,0,0,1.3175,1.4675,0.5575
"PPM1E (ENSG00000175175.4)",0,0,0,0.4775,0.715,0.6525,0.0325,0.1325,0.1125,2.2075,2.275,2.37,4.87,6.135,6.1825,0,0.1825,0.1325
"FAM131A (ENSG00000175182.9)",15.91,15.0675,14.6675,45.2775,44.4125,42.26,7.515,6.0675,6.8025,36.2175,39.87,39.41,21.8125,24.015,19.2075,25.6075,30.6275,31.25
"CSRP2 (ENSG00000175183.5)",5.89,6.865,7.07,27.7225,19.66,19.5525,8.0975,8.915,8.965,21.535,18.0175,19.455,29.8325,23.205,23.1425,163.92,134.335,139.3475
"PARL (ENSG00000175193.8)",105.3825,106.0475,104.8,146.5425,159.6425,159.7825,40.17,41.37,40.03,170.0175,171.915,179.99,144.2975,144.3475,150.65,163.2125,175.28,173.31
"DDIT3 (ENSG00000175197.6)",33.6425,43.0575,42.5225,42.43,128.7075,126.835,37.4025,58.015,58.995,54.97,83.035,90.9825,37.9775,51.425,55.5925,68.475,255.89,259.255
"PCCA (ENSG00000175198.10)",9.865,13.285,9.23,12.385,10.6075,8.5025,8.39,8.335,7.7725,14.9225,13.03,14.8075,34.1775,27.3625,26.765,17.865,15.9125,11.7
"DCTN2 (ENSG00000175203.11)",155.565,161.4775,165.8575,319.9725,325.17,312.6975,224.3525,214.195,219.4575,186.7525,175.72,164.405,182.405,156.115,143.7925,195.4725,207.75,196.6125
"ZNF408 (ENSG00000175213.2)",12.605,11.615,12.9025,9.655,11.5525,10.99,8.76,10.8425,10.905,6.15,8.535,7.495,16.8125,20.0075,24.0125,10.7325,12.6675,14.32
"CTDSP2 (ENSG00000175215.5)",79.1625,86.2325,68.9925,122.43,141.9525,142.675,61.6725,66.9675,62.5275,73.025,61.21,58.5725,389.805,405.5525,411.55,104.585,145.455,131.5925
"CKAP5 (ENSG00000175216.10)",109.2325,106.0925,96.2225,58.0925,46.05,49.1875,99.8425,97.2775,95.1025,51.695,45.73,48.14,159.7275,154.2175,129.91,48.1375,46.0825,47.7475
"ARHGAP1 (ENSG00000175220.7)",39.13,37.96,34.4725,26.0875,27.54,26.04,30.9825,28.7075,30.705,20.615,19.85,21.11,60.635,60.8325,62.24,52.9875,52.255,50.0375
"MED16 (ENSG00000175221.10)",16.7075,18.7825,16.8275,30.39,29.925,27.115,31.225,35.2475,36.57,16.775,15.9825,14.1775,19.6575,20.605,20.8525,30.315,28.785,27.7575
"ATG13 (ENSG00000175224.12)",58.1225,47.8675,58.4125,54.8775,58.8075,59.9225,59.59,48.645,56.785,29.74,33.6175,35.96,78.4675,87.8625,84.14,34.0775,44.0425,50.5225
"CHST1 (ENSG00000175264.3)",0.1175,0.09,0.045,1.955,1.64,2.1975,0,0,0,0.3125,0.525,0.3475,0,0,0,26.2325,14.34,10.245
"GOLGA8A (ENSG00000175265.13)",4.84,4.07,4.68,11.9325,9.0575,7.83,0.9425,0.995,2.0225,12.425,12.265,10.4725,4.595,3.79,3.98,0.435,1.345,0.9025
"TP53I11 (ENSG00000175274.14)",10.9575,11.92,9.75,17.5575,9.7925,9.665,6.9525,5.83,6.29,5.6075,5.23,3.405,1.2375,1.1875,2.2125,75.71,82.16,72.8325
"CENPS (ENSG00000175279.17)",44.0875,37.18,45.2525,61.615,47.0875,41.0575,49.47,47.515,42.81,43.2875,42.2575,39.5825,28.935,30.02,26.6575,88.395,66.86,69.56
"DOLK (ENSG00000175283.7)",23.1425,22.24,22.2775,32.425,32.5925,30.365,20.47,18.1725,18.625,20.3625,19.83,22.2125,16.0975,16.435,18.8175,20.7775,18.6175,19.585
"PHYHD1 (ENSG00000175287.14)",0,0,0,0,0,0,21.135,20.555,20.775,0,0,0,0,0,0,0,0,0
"CATSPER1 (ENSG00000175294.5)",4.485,3.5125,2.6125,0,0,0,4.4825,3.1925,3.4225,0.755,0.0475,0,4.34,3.6675,3.38,0,0,0
"CCNE2 (ENSG00000175305.12)",6.36,5.25,6.2175,14.4625,8.005,9.2325,13.6325,14.805,15.8075,11.0025,10.9625,14.4275,10.74,8.79,8.445,37.3325,21.3775,21.1425
"PHYKPL (ENSG00000175309.10)",22.435,19.2775,21.35,13.1425,13.4275,14.2375,17.13,18.1425,18.7175,27.4275,27.655,27.7525,11.7075,15.5425,15.015,7.925,9.8525,10.5725
"CST6 (ENSG00000175315.2)",10.8525,15.3625,17.68,0,0,0,0,0,0.18,0.6525,0.235,0.4475,53.9375,49.4575,49.09,17.3575,18.3575,13.79
"GRAMD2A (ENSG00000175318.7)",5.7075,6.72,6.835,3.7375,3.1725,2.79,2.2575,3.7125,1.995,3.235,3.53,3.79,60.1625,69.805,67.2675,14.9925,11.33,10.8175
"ZNF519 (ENSG00000175322.7)",2.26,2.1075,2.44,4.7325,2.435,3.88,4.37,4.44,3.76,9.4875,7.0525,7.0475,4.59,3.7825,3.29,7.46,5.8825,4.54
"LSM1 (ENSG00000175324.5)",192.685,180.4125,189.535,80.1475,77.34,85.1825,42.0175,43.3075,38.815,143.445,143.3325,151.4825,158.705,161.0875,157.9275,68.4375,67.835,70.3725
"BANF1 (ENSG00000175334.3)",330.135,307.0575,336.14,261.425,227.9,212.0425,488.105,479.9925,487.785,340.99,324.67,307.54,378.5475,342.655,326.58,460.685,396.525,374.66
"CHRNA7 (ENSG00000175344.12)",0.5675,0.3225,0.6,2.395,2.6725,2.0325,1.63,1.59,1.5225,5.2325,3.9875,4.9,0.145,0.1225,0.27,0,0,0
"TMEM9B (ENSG00000175348.6)",39.8625,42.585,42.825,38.3875,38.8975,36.88,43.0575,46,39.785,32.845,31.5175,32.6,18.5325,18.435,17.045,37.645,38.135,37.3225
"NRIP3 (ENSG00000175352.6)",2.89,2.285,2.765,6.16,5.3225,4.9225,14.885,13.4975,15.945,7.235,7.2225,5.3125,4.9475,5.0725,4.205,0.0725,0.0725,0
"PTPN2 (ENSG00000175354.14)",29.255,28.8025,29.6825,27.7475,33.035,38.535,22.665,26.5975,23.4825,48.31,52.38,62.005,37.9,44.0375,43.0125,32.8925,39.8675,36.7975
"SCUBE2 (ENSG00000175356.8)",0,0,0,0.03,0,0,0.665,0.4,0.205,0.35,0,0,0,0,0,0.7725,1.9475,1.2275
"EIF1AD (ENSG00000175376.4)",48.1575,47.1125,46.8975,36.1675,26.7875,33.2,46.0725,43.14,48.3125,33.615,31.6325,37.595,46.5875,46.975,42.4075,53.95,50.605,48.685
"SMAD2 (ENSG00000175387.11)",51.7225,56.9075,50.845,94.4125,102.23,104.325,91.49,96.51,91.9075,64.1525,67.1075,70.5875,35.405,37.53,40.72,64.4025,68.53,79.2725
"EIF3F (ENSG00000175390.8)",193.985,214.0775,213.865,294.4875,270.74,244.98,411.0975,391.625,400.4075,265.955,269.7975,259.1025,121.1325,111.8,117.1675,95.025,97.025,101.89
"ZNF25 (ENSG00000175395.11)",2.57,2.795,3.545,0.61,0.69,0.59,1.78,2.3125,1.795,2.7,2.2725,2.42,2.665,2.975,2.125,4.98,8.6975,8.0525
"ARL10 (ENSG00000175414.6)",1.5225,1.6875,0.4225,2.5025,1.345,1.5025,1.3625,0.915,0.2925,0.045,0,0.0525,0.01,0.3775,0.035,2.24,2.0725,2.485
"CLTB (ENSG00000175416.8)",175.9675,183.0125,184.865,134.52,120.905,127.97,125.9875,122.7675,124.0475,135.9925,122.8175,115.0625,150.46,143.4,145.365,136.9525,120.27,119.18
"PCSK1 (ENSG00000175426.6)",0,0,0,0.4375,0.405,0.2775,0,0,0,1.2175,1.4,0.69,0,0,0,0,0,0
"LPL (ENSG00000175445.10)",0,0,0,0.54,0.17,0.1275,0.8125,0.3875,0.44,0,0.0375,0,0,0,0,0.55,0.29,0.35
"RFESD (ENSG00000175449.9)",4.0325,5.6225,4.205,3.0075,3.165,2.63,4.2875,3.18,1.5225,11.1175,7.19,8.2225,8.895,8.43,6.715,3.09,3.8975,3.1175
"CCDC14 (ENSG00000175455.10)",22.7625,20.6225,19.5475,16.98,11.1175,14.5625,9.045,9.5175,11.56,12.1125,9.235,9.89,12.61,15.96,11.005,16.3675,19.43,15.315
"TBC1D10C (ENSG00000175463.7)",2.86,1.42,1.4,0.0575,0,0,0,0.17,0.09,0,0,0,0,0,0,1.0375,0.1875,0.1525
"SART1 (ENSG00000175467.10)",71.1325,70.345,69.53,76.2375,61.1825,54.14,51.155,48.6525,59.1175,70.385,67.0475,69.73,60.36,67.2625,54.435,57.255,55.35,60.39
"PPP2R2D (ENSG00000175470.14)",39.81,40.7075,41.245,36.4175,35.3925,30.695,28.8325,29.3125,28.0125,24.495,22.0025,23.5625,19.945,17.57,17.165,36.1925,34.7475,36.4875
"MCTP1 (ENSG00000175471.15)",6.1625,8.1225,5.2925,0.515,0.495,0,0.585,1.105,0.5525,0.4825,0.28,0.2075,0.6,0.2575,0.6575,0.515,2.0225,0.8475
"POLD4 (ENSG00000175482.4)",85.7875,92.1425,86.85,71.8475,71.91,65.04,31.1775,31.8375,31.745,46.085,41.9725,36.7775,84.3575,86.9575,85.3725,158.7575,161.505,156.275
"DPP10 (ENSG00000175497.12)",0,0.0325,0,1.385,0.7725,1.42,0,0,0,0,0,0,0,0,0,0,0,0
"CLCF1 (ENSG00000175505.9)",5.395,5.6525,4.2775,0.4125,0.6075,0.455,4.8775,4.7075,5.6775,2.3525,2.435,1.9375,12.6975,13.3625,12.6475,7.4125,9.92,12.18
"LIPT2 (ENSG00000175536.6)",4.4275,3.0725,5.015,4.75,5.1625,5.8125,2.2575,3.0175,2.0025,2.3275,1.5825,1.3675,0.88,0.4475,0.4175,2.1075,2.14,2.065
"KCNE3 (ENSG00000175538.6)",6.2825,5.41,6.3325,1.3275,3.5075,3.5025,8.32,9.765,10.3125,0,0,0,0,0,0,0,0,0
"ALG10B (ENSG00000175548.4)",5.2225,4.6925,3.865,8.0275,11.115,8.69,4.145,5.1725,4.365,5.9675,4.3725,4.175,7.455,7.2525,5.6975,5.0925,6.75,6.0575
"DRAP1 (ENSG00000175550.3)",182.365,195.4625,188.2425,103.1125,91.7025,98.655,293.4675,329.87,336.72,155.2125,133.08,141.06,306.125,297.545,315.1275,301.3,267.7275,260.1275
"LONRF3 (ENSG00000175556.12)",2.8575,3.0975,3.3725,1.7525,1.1125,1.9775,3.305,3.47,4.3475,0.795,0.7075,0.8825,1.3525,1.1125,1.405,1.83,1.915,2.49
"UCP2 (ENSG00000175567.4)",142.6575,120.7425,125.5075,108.7475,74.73,78.0075,53.4725,53.4625,47.575,36.81,34.585,27.4225,23.345,22.6225,22.845,207.8825,195.8425,211.935
"C11orf68 (ENSG00000175573.6)",41.645,35.175,38.7275,21.105,19.5025,17.575,40.14,42.2825,46.685,37.7625,35.8875,35.59,71.2575,76.3525,73.0425,27.545,36.4375,38.0775
"PAAF1 (ENSG00000175575.8)",38.905,41.58,42.515,19.5075,15.575,17.4075,17.535,16.3125,17.435,35.63,32.55,32.55,50.4475,48.69,52.5775,39.2625,43.3075,43.085
"MRPL48 (ENSG00000175581.9)",46.1975,51.9525,55.9,58.405,60.375,67.4025,50.1125,62.8475,59.1875,64.2625,83.2775,92.5,85.39,82.2,80.8825,51.735,49.425,50.7525
"RAB6A (ENSG00000175582.15)",103.5675,104.39,103.835,85.97,122.87,126.7375,81.3525,78.475,82.5325,83.0625,99.15,110.45,153.73,155.045,158.0975,117.545,146.26,153.86
"P2RY2 (ENSG00000175591.7)",11.19,10.43,10.33,8.055,4.2975,3.99,2.285,1.975,2.4525,6.7125,4.21,5.1075,10.6775,11.995,10.305,24.4675,20.045,20.525
"FOSL1 (ENSG00000175592.4)",65.49,69.2175,60.295,13.4475,19.9075,21.7425,102.3,100.2275,125.455,35.185,28.375,38.0525,149.4275,135.945,114.865,1.4475,1.635,1.545
"ERCC4 (ENSG00000175595.10)",9.9725,7.9075,10.9825,6.8,7.2875,6.4075,9.825,9.24,10.2625,6.8325,7.71,6.44,4.64,8.4875,6.14,5.4625,6.4675,6.83
"SUGCT (ENSG00000175600.11)",2.4975,1.19,4.385,3.19,3.2425,3.1025,2.455,1.945,2.1725,5.935,6.515,4.1275,3.9725,3.9725,4.8175,1.97,0.12,1.735
"CCDC85B (ENSG00000175602.2)",79.885,94.8275,91.6525,47.15,41.71,30.175,67.1825,71.1425,65.13,83.6375,97.8575,92.4425,58.9175,38.1875,40.1125,27.95,29.1775,25.8925
"TMEM70 (ENSG00000175606.6)",43.2525,38.5175,43.63,36.75,37.535,36.5525,59.7925,60.52,58.9175,37.745,34.205,38.4775,47.93,51.67,44.8575,47.5175,45.105,48.3025
"LINC00476 (ENSG00000175611.7)",6.17,5.255,6.275,16.095,13.8075,14.915,7.0825,6.2875,5.81,10.415,13.2325,10.075,6.7025,4.355,5.4575,3.975,6.495,4.705
"RPS6KB2 (ENSG00000175634.10)",61.7175,59.35,66.33,34.045,33.12,36.1275,59.9075,58.685,57.0525,42.6325,43.245,44.425,57.6525,53.4175,57.45,99.95,94.155,86.92
"RMI2 (ENSG00000175643.7)",58.8775,49.4525,48.16,38.815,28.0425,23.695,51.3625,44.53,47.06,38.0825,35.925,34.6225,29.5925,26.84,27.135,27.7625,20.315,20.235
"TOM1L2 (ENSG00000175662.13)",45.7475,44.3575,38.53,22.4575,18.9025,19.7575,13.415,12.9175,16.0825,57.255,39.45,41.6775,36.125,37.7675,37.9175,78.5025,78.9275,81.0275
"ZNF77 (ENSG00000175691.8)",9.8475,10.335,9.3425,3.645,6.72,7.55,2.4,2.91,2.8725,2.6,2.905,2.955,2.6925,2.525,2.2875,5.89,8.275,8.0325
"GPR156 (ENSG00000175697.6)",0.09,0.0575,0.0575,0,0,0,0.755,1.095,1.0825,0.43,0.4925,0.505,2.2625,1.7325,1.7175,0.435,0.58,0.5375
"MTLN (ENSG00000175701.6)",121.7325,108.445,127.1675,69.535,66.39,68.7175,26.7475,27.0075,22.5825,94.0675,96.6625,81.5725,121.6875,121.09,129.025,80.3325,76.5725,75.8275
"KDF1 (ENSG00000175707.7)",28.06,26.8725,26.1575,18.325,19.21,20.5525,0.245,0.3125,0.175,19.145,18.5625,19.1025,22.505,20.9475,23.1875,24.2225,22.1725,21.325
"B3GNTL1 (ENSG00000175711.4)",21.3125,22.3675,21.3375,4.245,4.6825,5.34,10.2825,8.1625,9.55,5.4475,7.2325,8.3775,6.715,6.9725,5.2825,11.1625,11.5425,9.7
"MLXIP (ENSG00000175727.9)",27.925,27.025,24.8575,22.2,21.94,21.7825,18.8425,19.605,22.0325,17.0625,18.1325,18.9925,34.2325,36.7225,32.995,18.57,23.5,20.18
"BAK1P1 (ENSG00000175730.7)",0.4825,0.3575,0.44,1.5375,1.84,1.9125,2.8275,2.6725,2.2275,0.895,0.39,0.4375,2.64,1.9075,2.7025,1.76,1.8375,1.3725
"RWDD4P2 (ENSG00000175741.4)",7.7575,10.6,8.945,3.965,5.295,5.0925,2.4675,3.7675,3.2775,2.765,4.755,5.4025,2.6675,1.385,1.5725,6.9375,6.775,3.605
"NR2F1 (ENSG00000175745.7)",0.835,1.1175,1.19,2.8425,1.725,2.8575,1.765,2.7425,1.5375,1.735,1.835,2.1475,18.635,16.1125,13.72,0.21,0.11,0.11
"AURKAIP1 (ENSG00000175756.9)",258.5025,244.1775,282.44,126.71,122.0525,120.205,159.6675,160.995,156.6175,124.165,127.8775,130.695,170.275,151.925,160.61,221.1325,219.5425,201.8725
"TTLL11 (ENSG00000175764.10)",1.7875,1.47,0.775,2.4475,4.265,4.08,2.1825,1.7625,2.1325,1.465,2.4125,1.69,2.1875,3.525,3.1975,1.8275,2.9675,2.2575
"TOMM5 (ENSG00000175768.8)",248.1125,245.6175,252.605,170.105,159.865,171.825,184.88,184.515,185.455,223.9775,212.2225,213.13,187.9425,191.36,182.3525,274.5325,241.3225,232.9675
"LINC01106 (ENSG00000175772.10)",19.14,19.97,17.7575,0.965,1.9275,1.3475,2.515,4.1725,5.005,5.7725,3.25,6.7725,22.015,20.46,23.63,0.29,0.8425,0.445
"SLC35E3 (ENSG00000175782.8)",11.5175,12.5675,11.89,9.085,8.165,6.2925,10.065,11.03,7.6725,6.6225,7.3575,6.61,7.54,7.7675,7.745,10.57,8.73,8.3325
"PRIMA1 (ENSG00000175785.8)",0.08,0.235,0.2,0.99,0.255,0.1775,0,0,0,0.8375,0.6875,0.85,0.065,0.175,0.0675,0,0,0
"ZNF169 (ENSG00000175787.12)",1.855,1.49,2.1625,2.0575,1.315,2.0525,0.67,1.2625,1.08,1.8625,2.4475,3.125,2.1575,2.4625,2.8275,1.5575,2.36,2.035
"RUVBL1 (ENSG00000175792.7)",138.34,140.585,137.5725,136.76,144.05,140.85,76.61,73.315,75.0925,59.0475,65.39,68.6775,111.2275,102.53,105.0525,132.0375,140.435,137.485
"SFN (ENSG00000175793.10)",243.415,232.9275,235.0175,251.285,199.185,195.105,102.37,108.8425,110.6725,693.1475,614.22,636.3275,336.46,328.225,294.1375,59.165,37.045,37.1825
"MSRA (ENSG00000175806.10)",3.96,4.5325,5.275,2.8025,2.1375,3.6575,3.79,2.75,3.2575,5.5625,4.12,4.7225,19.2,17.1225,15.2525,0,0,0
"CTDNEP1 (ENSG00000175826.7)",104.33,105.26,99.4825,121.82,107.75,111.1925,167.8175,154.2425,165.4925,151.905,137.66,143.435,117.165,120.1125,113.6375,173.42,175.9325,171.485
"NA (ENSG00000175827.2)",1.1875,1.4425,1.66,1.115,0.0375,1.2525,0.0575,0,0,1.0525,0.2725,0,0,0.29,0,1.305,0.7875,0.6675
"ETV4 (ENSG00000175832.8)",73.9925,74.355,75.18,103.5525,102.5525,95.3925,87.335,88.93,95.6075,41.43,44.905,56.705,276.925,250.4125,253.865,11.415,10.945,12.88
"SWI5 (ENSG00000175854.7)",48.9075,44.2625,52.275,57.7675,57.815,63.1875,135.7375,127.185,122.5425,54.3875,56.4,56.52,31.795,31.08,33.26,39.9675,44.08,44.285
"BAIAP2 (ENSG00000175866.11)",130.2125,124.35,121.2025,72.21,69.1125,72.5775,40.3725,35.785,38.5725,54.7875,52.7175,53.2875,83.4675,77.7125,83.725,61.155,58.9775,56.8
"NA (ENSG00000175873.3)",2,2.0325,2.2075,1.6475,1.33,0.925,0.62,0.59,0.305,2.1225,1.7275,1.645,0.8275,0.6325,0.525,1.99,2.7975,2.7075
"CREG2 (ENSG00000175874.5)",18.2875,16.7,18.395,4.7825,3.0175,3.055,0,0.0175,0,1.4625,0.8225,1.14,0.0175,0.02,0.0375,0,0,0
"TMEM270 (ENSG00000175877.3)",0.6625,0.5325,0.375,1.5275,0.35,0,0,0.135,0,1.175,1.1675,0.9975,0,0,0,4.39,3.97,4.19
"HOXD8 (ENSG00000175879.7)",8.72,7.8125,8.3975,7.2025,9.805,10.43,0,0,0,8.455,11.6225,10.7425,0,0,0,0,0,0
"RPL7AP66 (ENSG00000175886.9)",6.165,5.3025,2.9525,3.47,6.1625,6.855,7.24,4.255,5.755,6.0125,4.6,3.6975,4.225,4.895,4.2725,1.8675,0.5925,1.09
"ZDHHC21 (ENSG00000175893.7)",3.5825,3.0525,2.9125,3.8675,3.7325,3.45,1.73,1.7075,1.6675,1.745,1.92,2.0925,1.425,2.205,1.52,9.455,10.67,10.12
"TSPEAR (ENSG00000175894.10)",0.75,0.4175,0.455,0,0.1175,0,0.05,0.0475,0,0.0525,0,0.04,0,0,0,0,0,0.07
"PLEKHF2 (ENSG00000175895.3)",42.1125,42.2475,42.08,20.9975,17.8,17.35,9.08,9.175,9.1625,26.29,27.875,25.9375,28.675,29.3375,31.875,74.625,77.805,76.2
"NA (ENSG00000175898.4)",2.07,1.63,2.28,3.2825,3.6575,2.055,1.045,0.8275,1.12,1.835,2.9175,2.4625,7.4225,7.605,8.08,3.235,2.5675,3.345
"ARL4D (ENSG00000175906.4)",14.4675,16.41,16.6875,64.6125,50.8125,45.7075,22.7075,21.7375,25.045,92.895,114.1775,109.8075,12.4825,15.1175,13.9325,11.0075,10.5175,11.91
"NA (ENSG00000175911.4)",0.9775,1.2725,1.245,1.23,1.4325,1.07,0.195,0.18,0.285,1.9775,1.5825,1.975,0.71,1.1475,1.0275,1.1475,2.46,1.9625
"DOK7 (ENSG00000175920.11)",23.16,20.6575,22.575,0.055,0.065,0.33,5.03,4.725,3.8225,2.6925,1.7725,2.0925,0.785,0.2975,0.5725,1.285,1.815,1.695
"LRRN1 (ENSG00000175928.5)",0,0,0,0.3825,0.215,0.1275,0,0,0,0.7625,0.615,0.9425,0,0,0,59.515,52.2675,51.4725
"UBE2O (ENSG00000175931.8)",38.2675,33.8325,31.93,31.5325,29.7925,32.1925,9.765,8.82,9.315,28.02,23.5375,23.3575,39.1475,32.2475,32.0725,31.5025,38.535,33.8725
"ORAI3 (ENSG00000175938.6)",10.7225,9.6625,10.8925,26.21,16.565,16.875,10.82,8.0875,8.01,12.4325,9.69,6.7225,6.79,4.995,6.47,24.285,20.99,23.93
"UNC119B (ENSG00000175970.7)",14.1375,15.495,13.225,53.7775,50.1575,48.5275,14.2875,16.2425,14.79,22.34,21.6075,20.6975,46.3725,48.9825,49.2525,55.9625,66.175,60.3675
"DENND2C (ENSG00000175984.10)",1.2425,0.94,0.785,3.005,2.5625,3.2225,2.8575,1.8325,1.7975,3.45,2.5175,2.595,2.4175,1.725,1.7875,0.0375,0,0
"TUBB6 (ENSG00000176014.8)",15.445,14.255,12.265,91.7725,73.8925,71.1,80.1775,74.295,78.4375,136.07,101.785,103.3275,96.145,92.2825,93.2875,10.7625,10.905,11.83
"LYSMD3 (ENSG00000176018.8)",15.33,15.92,14.815,8.7425,8.1575,9.43,19.17,17.9225,18.54,9.3925,8.6275,9.505,4.7675,5.7425,4.5425,12.4825,15.8075,16.6375
